detection_count
5.0,11.0,17.0,13.0,12.0,11.0,11.0,10.0,10.0,11.0,11.0,11.0,11.0,10.0,10.0,10.0,10.0,11.0,10.0,10.0,10.0,9.0,8.0,9.0,11.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,11.0,11.0,10.0,9.0,9.0,11.0,11.0,11.0,10.0,10.0,11.0,11.0,11.0,11.0,11.0,10.0,12.0,11.0,11.0,11.0,10.0,11.0,11.0,10.0,10.0,10.0,8.0,7.0,7.0,7.0,8.0,11.0,10.0,11.0,9.0,10.0,11.0,11.0,10.0,10.0,9.0,10.0,11.0,11.0,10.0,11.0,10.0,11.0,10.0,11.0,10.0,10.0,10.0,10.0,11.0,10.0,9.0,5.0,13.0,14.0,12.0,11.0,11.0,11.0,10.0,12.0,10.0,10.0,11.0,10.0,10.0,11.0,10.0,11.0,11.0,10.0,11.0,9.0,8.0,9.0,11.0,11.0,9.0,10.0,11.0,9.0,12.0,10.0,10.0,11.0,10.0,7.0,7.0,10.0,10.0,11.0,12.0,10.0,11.0,11.0,11.0,11.0,11.0,10.0,10.0,10.0,11.0,11.0,10.0,11.0,11.0,11.0,10.0,9.0,9.0,6.0,6.0,7.0,9.0,10.0,11.0,10.0,10.0,9.0,11.0,12.0,10.0,9.0,9.0,8.0,11.0,10.0,11.0,10.0,10.0,11.0,11.0,11.0,11.0,10.0,10.0,10.0,10.0,10.0,9.0,3.0,5.0,13.0,15.0,11.0,11.0,11.0,12.0,11.0,11.0,10.0,10.0,11.0,10.0,10.0,11.0,11.0,11.0,11.0,11.0,11.0,9.0,9.0,8.0,11.0,11.0,11.0,10.0,10.0,9.0,10.0,10.0,10.0,10.0,9.0,9.0,10.0,10.0,11.0,11.0,11.0,10.0,11.0,11.0,10.0,11.0,11.0,11.0,11.0,10.0,11.0,11.0,10.0,10.0,10.0,10.0,10.0,9.0,9.0,7.0,6.0,7.0,9.0,11.0,10.0,11.0,9.0,11.0,11.0,11.0,10.0,9.0,9.0,9.0,11.0,10.0,11.0,10.0,11.0,10.0,10.0,10.0,10.0,10.0,11.0,11.0,10.0,11.0,9.0,3.0,6.0,14.0,14.0,11.0,11.0,11.0,11.0,11.0,10.0,11.0,11.0,11.0,11.0,10.0,9.0,11.0,11.0,11.0,11.0,10.0,9.0,9.0,8.0,10.0,12.0,10.0,11.0,10.0,10.0,11.0,11.0,11.0,11.0,10.0,8.0,7.0,10.0,11.0,10.0,10.0,10.0,10.0,10.0,10.0,11.0,10.0,10.0,10.0,11.0,11.0,10.0,10.0,10.0,11.0,10.0,10.0,9.0,8.0,8.0,7.0,8.0,9.0,11.0,10.0,11.0,10.0,10.0,11.0,12.0,11.0,9.0,9.0,9.0,10.0,11.0,11.0,10.0,11.0,10.0,11.0,10.0,11.0,11.0,10.0,10.0,10.0,11.0,10.0,4.0,5.0,13.0,13.0,13.0,12.0,11.0,11.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,11.0,11.0,10.0,11.0,11.0,11.0,10.0,9.0,9.0,10.0,10.0,10.0,11.0,10.0,10.0,11.0,11.0,10.0,10.0,10.0,7.0,8.0,10.0,11.0,10.0,11.0,11.0,11.0,11.0,10.0,10.0,11.0,12.0,12.0,11.0,11.0,10.0,10.0,11.0,10.0,10.0,10.0,9.0,7.0,6.0,7.0,7.0,9.0,10.0,11.0,10.0,10.0,10.0,10.0,9.0,10.0,11.0,9.0,10.0,10.0,11.0,11.0,10.0,11.0,10.0,10.0,10.0,11.0,10.0,10.0,11.0,10.0,10.0,9.0,3.0,6.0,14.0,14.0,12.0,11.0,11.0,11.0,12.0,10.0,11.0,11.0,10.0,11.0,10.0,10.0,11.0,11.0,11.0,10.0,10.0,9.0,8.0,9.0,9.0,9.0,10.0,11.0,10.0,10.0,11.0,10.0,11.0,11.0,10.0,8.0,9.0,11.0,11.0,11.0,10.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,10.0,10.0,11.0,11.0,10.0,10.0,10.0,10.0,9.0,8.0,6.0,6.0,8.0,9.0,11.0,10.0,10.0,11.0,12.0,11.0,11.0,10.0,10.0,9.0,9.0,11.0,10.0,11.0,10.0,11.0,10.0,10.0,10.0,10.0,11.0,11.0,12.0,10.0,11.0,10.0,4.0,6.0,13.0,15.0,12.0,12.0,11.0,11.0,11.0,10.0,11.0,11.0,11.0,11.0,10.0,10.0,10.0,11.0,11.0,11.0,11.0,9.0,8.0,9.0,10.0,10.0,11.0,11.0,11.0,11.0,11.0,10.0,11.0,10.0,10.0,8.0,10.0,11.0,10.0,11.0,10.0,11.0,11.0,11.0,11.0,10.0,10.0,11.0,10.0,10.0,10.0,11.0,11.0,10.0,10.0,10.0,9.0,8.0,9.0,7.0,8.0,6.0,8.0,10.0,10.0,11.0,10.0,9.0,10.0,10.0,10.0,9.0,8.0,10.0,10.0,11.0,11.0,11.0,11.0,10.0,11.0,11.0,10.0,11.0,11.0,10.0,11.0,11.0,9.0,3.0,6.0,14.0,15.0,12.0,11.0,11.0,11.0,10.0,10.0,11.0,11.0,11.0,11.0,10.0,10.0,11.0,11.0,11.0,11.0,10.0,9.0,8.0,9.0,10.0,10.0,10.0,11.0,10.0,10.0,11.0,11.0,11.0,11.0,11.0,7.0,8.0,11.0,11.0,11.0,10.0,10.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,10.0,10.0,11.0,11.0,11.0,10.0,10.0,9.0,7.0,6.0,7.0,7.0,9.0,10.0,11.0,10.0,9.0,10.0,10.0,11.0,11.0,9.0,9.0,10.0,10.0,10.0,11.0,10.0,11.0,11.0,11.0,11.0,11.0,11.0,10.0,10.0,11.0,11.0,10.0,4.0,6.0,14.0,14.0,12.0,11.0,11.0,11.0,11.0,10.0,11.0,11.0,11.0,11.0,10.0,9.0,11.0,10.0,11.0,11.0,11.0,10.0,9.0,9.0,10.0,10.0,10.0,11.0,10.0,11.0,11.0,10.0,11.0,11.0,11.0,7.0,10.0,10.0,10.0,11.0,10.0,10.0,10.0,11.0,11.0,11.0,11.0,11.0,11.0,10.0,11.0,11.0,11.0,10.0,10.0,10.0,9.0,10.0,8.0,6.0,6.0,5.0,9.0,10.0,11.0,10.0,11.0,11.0,10.0,10.0,10.0,9.0,9.0,9.0,10.0,10.0,10.0,10.0,10.0,11.0,10.0,10.0,11.0,11.0,10.0,11.0,11.0,11.0,10.0,4.0,5.0,13.0,14.0,12.0,12.0,11.0,11.0,10.0,10.0,11.0,11.0,11.0,11.0,11.0,11.0,10.0,10.0,10.0,10.0,11.0,9.0,8.0,9.0,11.0,11.0,10.0,10.0,11.0,11.0,10.0,9.0,11.0,11.0,10.0,9.0,9.0,11.0,11.0,10.0,11.0,10.0,11.0,10.0,10.0,11.0,11.0,10.0,10.0,11.0,11.0,10.0,11.0,10.0,11.0,9.0,10.0,9.0,8.0,6.0,7.0,7.0,9.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,9.0,9.0,11.0,10.0,11.0,10.0,11.0,10.0,11.0,10.0,11.0,11.0,10.0,11.0,10.0,11.0,10.0,4.0
