x,y,z
-53.280812797353065,48.51224005781424,-0.1609343928004735
-52.78766176338366,47.50381459107322,-0.16605531624457479
-51.889107250858814,45.821429774142295,-0.17234088300528183
-51.04482169926226,44.63888865048136,-0.1719124891154339
-50.050218942134784,43.338166890992625,-0.17105618103006953
-49.086936995111124,42.315146179420296,-0.1707561853011971
-48.039388651151214,41.19116229556503,-0.17013335877033875
-47.04628802019786,40.18035262617708,-0.17566533843843185
-45.97128195947484,39.071975069798725,-0.17303396651558142
-43.91068502279724,36.87195487090577,-0.16141942739981124
-41.880736354321144,34.6640339333011,-0.16842139544101326
-39.82788028727802,32.41515353411069,-0.16400114097220797
-37.74841902265389,30.231047500764603,-0.15771641950052506
-35.60680963682735,28.17566082410805,-0.16113995806654788
-33.43550542617666,26.16151120752864,-0.16408727482037844
-31.305817360871597,24.1588402386734,-0.15518529636164158
-29.1339937376384,21.9682419365512,-0.16898984416184426
-28.21659492037446,20.90559761155084,-0.17085248798506247
-27.133292128380923,19.681027111932348,-0.16500496243346735
-26.394179388797298,18.590616955413683,-0.17319025292222728
-25.41457919639052,17.202735384597993,-0.16394897490908344
-24.823477085620976,16.028619242979524,-0.1636561482814453
-24.052984720167608,14.538420377680177,-0.1648099919886889
-23.609788602977346,13.321495240656175,-0.16828731867673424
-23.009965127891707,11.75688534753542,-0.16311242893100328
-22.73472795676829,10.515283560697892,-0.16926343837118502
-22.355281805455164,8.918989873648808,-0.16915409408075838
-22.305539168198607,7.7458897320573294,-0.17000475716337676
-22.216433071167774,5.891979118478839,-0.1719847825412677
-22.421783278899554,4.739343673140993,-0.16618865836716065
-23.129387544037943,2.3502015951899193,-0.16857260254193523
-23.965608967566688,1.2928624231537638,-0.1795571568783051
-24.885117568748434,-0.5280238014194485,-0.17932563596966933
-25.976511011116678,-1.3829377083040943,-0.1756024859183919
-27.23728466604451,-2.6726089482569755,-0.1687686456415791
-28.473258935780084,-3.694640059051978,-0.1727453213368151
-29.63543010270812,-4.551130689232744,-0.17261837906875238
-30.82908633450868,-5.480681156402159,-0.1684594660000372
-32.02942018514804,-6.507363474893342,-0.16855092853244333
-33.15437116791437,-7.417024359934671,-0.17002620087811254
-34.066458542704225,-8.354063537788274,-0.16831834704326254
-35.29639136120612,-9.517620062924914,-0.1637893609028946
-35.85115463744102,-10.35532261811781,-0.16294670357808194
-36.96335816929393,-11.955745594420229,-0.16465064388710193
-37.204378905568035,-12.952585497999198,-0.16480939756027496
-37.16475085194528,-14.189250329128736,-0.17905253933036963
-37.61064803326833,-16.111836790900348,-0.17485212752016824
-37.31007699054784,-17.357014719241413,-0.17353281483744598
-37.30763685810665,-19.093646774673893,-0.17193393008113098
-36.94006386951924,-20.210573700470587,-0.17843203027647317
-36.65859482170899,-21.912768218575568,-0.17379334011038555
-36.12130877175948,-23.650500886781302,-0.17221728330920294
-35.5973245972272,-24.718056151944367,-0.1715129834438484
-34.216282632967726,-26.894146318435226,-0.15825058110453655
-31.787235404767728,-25.13898602233222,-0.17258639158212638
-34.215194422741455,-26.905551271022617,-0.16304922724444693
-33.236579548421595,-27.27994103290203,-0.17285024436090418
-30.3649093959599,-28.73710182896818,-0.1729792748714137
-28.585670282620384,-29.349034403798562,-0.17564263851288356
-27.300369295309437,-29.30902313852209,-0.1785354341901466
-25.597071037971524,-29.521422375050665,-0.1736824542569092
-22.627937436383,-29.31413315056563,-0.17508593298561653
-20.984747749855373,-29.17888097803074,-0.16825698820449636
-19.86141492146829,-28.926622858693896,-0.16341404670902993
-18.1531400945765,-28.46849218323851,-0.16361790653548877
-16.994309420283827,-27.93180497189413,-0.1681150520019018
-15.462129681897627,-27.177150889390454,-0.1704819829252141
-14.398971619232118,-26.408166717662034,-0.16896598404368152
-13.11787898114398,-25.495872444652917,-0.17102995808090615
-12.084102030560757,-24.62009423071779,-0.16776051024295305
-10.917919455023707,-23.664442604256237,-0.16651756592237799
-9.870703516607882,-22.775609332408614,-0.1672916161355263
-8.757077559364529,-21.796918199523716,-0.16214169319206845
-7.771463576008636,-20.856116855031857,-0.17355091349346008
-6.63374065603737,-19.730855504409668,-0.17065976806987004
-5.630640086741296,-18.508478453025994,-0.16839138600124304
-4.538884334430838,-17.134092356204388,-0.16322047907577963
-3.9255747158251353,-16.025173197026202,-0.16238291005706545
-3.086257346543544,-14.501963346611621,-0.16310335476671578
-2.131451056223281,-12.108920856415232,-0.172890986306953
-1.721074878032988,-10.570743833796314,-0.17038168029293865
-1.3273039521939616,-9.221386020510018,-0.16905874784662409
-1.163961654671485,-7.931955923190709,-0.17296348148061452
-0.9255174661577921,-6.416961458005687,-0.17133295676587568
-0.5697615937281701,-3.5082327019999724,-0.16755120228459863
-0.2602768417643033,-0.49847663616649995,-0.16085239776951474
-0.15255069101217278,1.0457413948961982,-0.1678818731593124
-0.04571962320558698,2.6321880731633605,-0.16399835568781224
