x,y,z
0.0,0.0,0.0
-0.0272364084732577,8.500992835623968,-0.17234988221532632
-0.09114261668788948,11.414653016761193,-0.1665651318646887
-0.05534509524779385,14.67145281200962,-0.15755990295843947
0.0011579148817295604,16.09483132431089,-0.16737397456656603
0.06868273705595995,17.597923101870187,-0.16699612342964124
0.2601010381727553,20.614985528079714,-0.1600723018365884
0.26850829393624176,22.04799586270966,-0.16894275116412877
0.29865172041387167,23.66394447608967,-0.16373974059723762
0.2042983851814535,25.006587114632694,-0.17247379376030134
0.09226422884783236,26.692703634162548,-0.16735854697956049
-0.18162136234668935,27.838711468469224,-0.1791838387021777
-0.5106293538575128,29.48275844448827,-0.16842988277214554
-0.9594651052995364,30.886114003468876,-0.16646925693342146
-1.4606864711792955,32.50738987769942,-0.16304422766574073
-1.9611796315934913,33.68445226156864,-0.171712151849422
-2.5694873414082235,35.181629866313564,-0.16885620384276578
-3.139079229206803,36.26455579453679,-0.16678431228215512
-3.8858689490553773,37.71128567888245,-0.16423160616094923
-4.614876208368315,38.778957631580624,-0.16275699944410238
-5.677794539094273,40.297933555679215,-0.16593429716815541
-6.507017705159344,40.982511222689546,-0.17017953449107914
-7.673538443565913,41.560433197878325,-0.16973787216258485
-9.155300119819309,42.7605458692098,-0.16681067208790298
-10.696570398628756,43.451713269864584,-0.1712128237864064
-12.097389422257132,44.05402292697225,-0.16802319101612495
-13.372325727680465,44.627724066347255,-0.1687256448045645
-14.498033477457033,45.074836764473304,-0.1640887594705953
-16.055146371521182,45.69829109584661,-0.1628279636451399
-17.510241360582587,46.206955752800035,-0.17084501843458433
-18.912200874042036,46.66360876833674,-0.16714796279269029
-20.08115503601691,47.209663632715454,-0.1691655252541745
-21.681055722618165,47.95671729514398,-0.16386806992791036
-22.792736190485083,48.7176465819321,-0.16752538858150168
-24.198562597384267,49.70328845066858,-0.16667298211722292
-24.96881629997535,50.548974083379996,-0.17173061596752812
-26.899524435415124,52.74162534460541,-0.15456906455681046
-28.023903407160333,54.294521250941564,-0.16601805757204818
-28.64010902464762,55.56259409173587,-0.17017573628124555
-29.37248117278861,57.02977969731617,-0.16983242362471979
-30.65131001078226,59.713766546981546,-0.16394911572236653
-31.393491272145233,60.80925885893735,-0.17660664542884003
-32.33015218760691,62.264987019265185,-0.1699757868736001
-33.22496434358346,63.31350360896259,-0.17115403340296398
-34.16287456661465,64.45849826932822,-0.1672784350067219
-35.10011535839971,65.31799260891432,-0.17040300031643368
-36.23173308786389,66.40668622952307,-0.1672922856129868
-37.134805851990336,66.90487209498303,-0.1695085647853008
-40.223296404693585,68.35539095508675,-0.1689706500418407
-41.32329944334738,68.49014137704074,-0.18245992805830163
-42.96543315297653,68.89159028920227,-0.178493163585225
-43.972654992282685,68.5608624564222,-0.177181892332459
-45.835934144387394,68.65090943069214,-0.16869449275198467
-46.9370771080395,68.10699968988652,-0.17267011057416343
-48.88759890731737,67.6668461757606,-0.16952664186950075
-49.79818693458103,66.98011682417089,-0.1770081365027048
-51.34581123903203,66.1802326742874,-0.16928805005766642
-51.981383551729834,65.38428931482346,-0.16789641877445297
-53.387964584989064,64.27836029126121,-0.16683556612681988
-54.76699563082569,61.84652866899329,-0.17255296662870268
-54.85735857625606,60.672285032029734,-0.17588329971861255
-55.36070047741549,58.74633095198101,-0.1757323236128757
-55.14247326937952,57.4688491056163,-0.18015611348205468
-55.14777683066576,55.70723451775035,-0.17572288367931962
-54.811849395436184,54.451102463667084,-0.17551114962606332
-54.580048095631696,52.78339433539457,-0.16941552711334207
-54.18118428568299,51.17027204927655,-0.17299839176457552
-53.73283742687936,49.958198039919836,-0.1653012415381163
